id,title,promo_price,city,price,url
3596973,Конструктор LEGO Ninjago Сверхзвуковой самолёт 71739,10 189 ₽,Санкт-Петербург и Ленинградская область,7 999 ₽,https://www.detmir.ru/product/index/id/3596973/
3405578,Конструктор LEGO My City Современный дом для семьи 60291,5 389 ₽,Санкт-Петербург и Ленинградская область,4 199 ₽,https://www.detmir.ru/product/index/id/3405578/
3405579,Конструктор LEGO My City Центр города 60292,10 789 ₽,Санкт-Петербург и Ленинградская область,8 499 ₽,https://www.detmir.ru/product/index/id/3405579/
3092801,Конструктор LEGO DUPLO Town Железнодорожный мост (10872),2 629 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3092801/
3596925,Конструктор LEGO Super Mario Стартовый набор Приключения вместе с Луиджи 71387,5 989 ₽,Санкт-Петербург и Ленинградская область,4 779 ₽,https://www.detmir.ru/product/index/id/3596925/
3405532,Конструктор LEGO DUPLO Town Фермерский трактор сарай и животные 10952,7 789 ₽,Санкт-Петербург и Ленинградская область,5 999 ₽,https://www.detmir.ru/product/index/id/3405532/
4058546,Конструктор LEGO Disney Princess 43201,2 029 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/4058546/
3596757,Конструктор LEGO DUPLO Town Гараж и автомойка 10948,10 789 ₽,Санкт-Петербург и Ленинградская область,8 499 ₽,https://www.detmir.ru/product/index/id/3596757/
3596713,Конструктор LEGO Mickey and Friends Магазин мороженого Минни 10773,1 909 ₽,Санкт-Петербург и Ленинградская область,1 599 ₽,https://www.detmir.ru/product/index/id/3596713/
3596784,Конструктор LEGO Friends Гранд-отель Хартлейк Сити 41684,11 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596784/
3405525,Конструктор LEGO DUPLO Classic Шкатулка-сердечко 10909,1 909 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405525/
3596889,Конструктор LEGO City Stunt 60299,1 789 ₽,Санкт-Петербург и Ленинградская область,1 599 ₽,https://www.detmir.ru/product/index/id/3596889/
3596717,Конструктор LEGO DUPLO Disney Дом и кафе Минни 10942,5 389 ₽,Санкт-Петербург и Ленинградская область,4 299 ₽,https://www.detmir.ru/product/index/id/3596717/
3188097,Конструктор LEGO Technic Экстремальный внедорожник 42099,23 989 ₽,Санкт-Петербург и Ленинградская область,16 769 ₽,https://www.detmir.ru/product/index/id/3188097/
3405583,Конструктор LEGO City Fire Спасательный пожарный вертолёт 60281,2 989 ₽,Санкт-Петербург и Ленинградская область,2 499 ₽,https://www.detmir.ru/product/index/id/3405583/
3226556,Конструктор LEGO DUPLO Classic Коробка с кубиками 10913,3 109 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3226556/
3597030,Конструктор LEGO Super Heroes Корабль Стражей 76193,17 749 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3597030/
3620627,Конструктор LEGO City Wildlife Лагерь спасения дикой природы 60307,10 789 ₽,Санкт-Петербург и Ленинградская область,7 999 ₽,https://www.detmir.ru/product/index/id/3620627/
3405530,Конструктор LEGO DUPLO Town Фермерский трактор и животные 10950,1 909 ₽,Санкт-Петербург и Ленинградская область,1 599 ₽,https://www.detmir.ru/product/index/id/3405530/
3405531,Конструктор LEGO DUPLO Town Конюшня для лошади и пони 10951,2 989 ₽,Санкт-Петербург и Ленинградская область,2 399 ₽,https://www.detmir.ru/product/index/id/3405531/
3596885,Конструктор LEGO City Арена для шоу каскадёров 60295,10 789 ₽,Санкт-Петербург и Ленинградская область,7 999 ₽,https://www.detmir.ru/product/index/id/3596885/
3596716,Конструктор LEGO DUPLO Super Heroes Штаб-квартира Человека-паука 10940,3 109 ₽,Санкт-Петербург и Ленинградская область,2 499 ₽,https://www.detmir.ru/product/index/id/3596716/
3758560,Конструктор LEGO Star Wars Легкий имперский крейсер 75315,16 189 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3758560/
3596974,Конструктор LEGO Ninjago Дар Судьбы Решающая битва 71749,4 309 ₽,Санкт-Петербург и Ленинградская область,2 999 ₽,https://www.detmir.ru/product/index/id/3596974/
3596884,Конструктор LEGO Грузовик для шоу каскадёров 60294,6 589 ₽,Санкт-Петербург и Ленинградская область,5 229 ₽,https://www.detmir.ru/product/index/id/3596884/
3244480,Конструктор LEGO DUPLO Башенный кран на стройке 10933,11 989 ₽,Санкт-Петербург и Ленинградская область,9 499 ₽,https://www.detmir.ru/product/index/id/3244480/
3244473,Конструктор LEGO DUPLO Бульдозер 10930,889 ₽,Санкт-Петербург и Ленинградская область,649 ₽,https://www.detmir.ru/product/index/id/3244473/
3233714,Конструктор LEGO DUPLO Большая строительная пластина 2304,1 549 ₽,Санкт-Петербург и Ленинградская область,1 299 ₽,https://www.detmir.ru/product/index/id/3233714/
3596759,Конструктор LEGO DUPLO Town Парк развлечений 10956,11 989 ₽,Санкт-Петербург и Ленинградская область,8 299 ₽,https://www.detmir.ru/product/index/id/3596759/
3475282,Конструктор LEGO DUPLO Classic Веселый день рождения 10958,6 589 ₽,Санкт-Петербург и Ленинградская область,4 999 ₽,https://www.detmir.ru/product/index/id/3475282/
3596714,Конструктор LEGO Mickey and Friends Космическая ракета Микки и Минни 10774,1 909 ₽,Санкт-Петербург и Ленинградская область,1 599 ₽,https://www.detmir.ru/product/index/id/3596714/
3597019,Конструктор LEGO Ninjago Храм Бескрайнего моря 71755,11 989 ₽,Санкт-Петербург и Ленинградская область,9 999 ₽,https://www.detmir.ru/product/index/id/3597019/
3405548,Конструктор LEGO Friends Органическое кафе Хартлейк-Сити 41444,3 109 ₽,Санкт-Петербург и Ленинградская область,2 129 ₽,https://www.detmir.ru/product/index/id/3405548/
618981,Конструктор LEGO Classic Строительная пластина зеленого цвета (10700),829 ₽,Санкт-Петербург и Ленинградская область,599 ₽,https://www.detmir.ru/product/index/id/618981/
3596785,Конструктор LEGO Friends Американские горки на Волшебной ярмарке 41685,10 189 ₽,Санкт-Петербург и Ленинградская область,8 799 ₽,https://www.detmir.ru/product/index/id/3596785/
3405584,Конструктор LEGO City Fire Команда пожарных 60282,5 989 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405584/
3405551,Конструктор LEGO Friends Торговый центр Хартлейк Сити 41450,11 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405551/
3405535,Конструктор LEGO Classic Прозрачные кубики 11013,3 109 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405535/
3596921,Конструктор LEGO City Wildlife 60302,10 189 ₽,Санкт-Петербург и Ленинградская область,7 999 ₽,https://www.detmir.ru/product/index/id/3596921/
3193108,Конструктор LEGO Disney Frozen Волшебный ледяной замок Эльзы 43172,7 789 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3193108/
3405526,Конструктор LEGO DUPLO My First Единорог 10953,949 ₽,Санкт-Петербург и Ленинградская область,659 ₽,https://www.detmir.ru/product/index/id/3405526/
3405528,Конструктор LEGO DUPLO My First Пожарный вертолет и полицейский автомобиль 10957,949 ₽,Санкт-Петербург и Ленинградская область,849 ₽,https://www.detmir.ru/product/index/id/3405528/
3405544,Конструктор LEGO Disney Princess Королевская карета Золушки 43192,4 309 ₽,Санкт-Петербург и Ленинградская область,3 869 ₽,https://www.detmir.ru/product/index/id/3405544/
3596876,Конструктор LEGO Technic Полноприводный грузовик-внедорожник Mercedes-Benz Zetros 42129,31 189 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596876/
4058545,Конструктор LEGO Disney Princess 43200,2 029 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/4058545/
3596756,Конструктор LEGO DUPLO Town Гоночные машины 10947,5 389 ₽,Санкт-Петербург и Ленинградская область,3 769 ₽,https://www.detmir.ru/product/index/id/3596756/
3596920,Конструктор LEGO City Wildlife Спасательный внедорожник для зверей 60301,4 549 ₽,Санкт-Петербург и Ленинградская область,3 999 ₽,https://www.detmir.ru/product/index/id/3596920/
3405614,Конструктор LEGO Super Mario дополнительный набор загадочное испытание растения-пираньи 71382,3 229 ₽,Санкт-Петербург и Ленинградская область,2 099 ₽,https://www.detmir.ru/product/index/id/3405614/
3985290,Конструктор LEGO Super Heroes Бэтмобиль Тумблер 76240,26 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3985290/
3777764,Конструктор LEGO City Occasions Новогодний календарь 60303,2 029 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3777764/
3200882,Конструктор LEGO Disney Frozen Шкатулка Эльзы 41168,4 309 ₽,Санкт-Петербург и Ленинградская область,3 869 ₽,https://www.detmir.ru/product/index/id/3200882/
3620623,Конструктор LEGO Mickey and Friends Ферма Микки и Дональда 10775,3 109 ₽,Санкт-Петербург и Ленинградская область,2 399 ₽,https://www.detmir.ru/product/index/id/3620623/
3596888,Конструктор LEGO City Stunt 60298,709 ₽,Санкт-Петербург и Ленинградская область,629 ₽,https://www.detmir.ru/product/index/id/3596888/
3475287,Конструктор LEGO Friends Парк Хартлейк Сити 41447,4 309 ₽,Санкт-Петербург и Ленинградская область,3 199 ₽,https://www.detmir.ru/product/index/id/3475287/
3597052,Конструктор LEGO Jurassic World Скелет тираннозавра на выставке 76940,3 349 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3597052/
3596770,Конструктор LEGO Creator Колесо обозрения 31119,10 189 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596770/
3405550,Конструктор LEGO Friends Дом семьи Андреа 41449,7 789 ₽,Санкт-Петербург и Ленинградская область,6 999 ₽,https://www.detmir.ru/product/index/id/3405550/
3777569,Конструктор LEGO Friends Новогодний календарь 41690,2 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3777569/
3597021,Конструктор LEGO Star Wars Дуэль на Мандалоре 75310,2 149 ₽,Санкт-Петербург и Ленинградская область,1 499 ₽,https://www.detmir.ru/product/index/id/3597021/
3596763,Конструктор LEGO Classic Вокруг света 11015,5 389 ₽,Санкт-Петербург и Ленинградская область,4 499 ₽,https://www.detmir.ru/product/index/id/3596763/
3777767,Конструктор LEGO Harry Potter Новогодний календарь 76390,3 109 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3777767/
3596877,Конструктор LEGO Technic Бульдозер Cat D11T 42131,49 189 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596877/
3599721,Конструктор LEGO VIDIYO Candy Castle Stage (Сцена карамельного замка) 43111,2 989 ₽,Санкт-Петербург и Ленинградская область,1 489 ₽,https://www.detmir.ru/product/index/id/3599721/
3498474,Конструктор LEGO Vidiyo Бэндмейты 43101,469 ₽,Санкт-Петербург и Ленинградская область,229 ₽,https://www.detmir.ru/product/index/id/3498474/
3596882,Конструктор LEGO Disney Princess Ледяной замок 43197,23 629 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596882/
3405655,Конструктор LEGO Technic Ferrari 488 GTE 42125,20 269 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405655/
3405555,Конструктор LEGO Friends Ветеринарная клиника Хартлейк-Сити 41446,4 309 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405555/
3234225,Конструктор LEGO Trolls Путешествие Розочки на воздушном шаре 41252,3 589 ₽,Санкт-Петербург и Ленинградская область,2 342 ₽,https://www.detmir.ru/product/index/id/3234225/
3597051,Конструктор LEGO Jurassic World Побег стигимолоха 76939,4 429 ₽,Санкт-Петербург и Ленинградская область,3 899 ₽,https://www.detmir.ru/product/index/id/3597051/
3594634,Конструктор LEGO Star Wars Имперский разведывательный дроид 75306,8 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3594634/
3226570,Конструктор LEGO Classic Кубики и домики 11008,1 909 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3226570/
3475286,Конструктор LEGO Friends Набор кубиков Хартлейк Сити 41431,4 309 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3475286/
3597029,Конструктор LEGO Super Heroes «Мстители: Финал» — решающая битва 76192,10 189 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3597029/
3594628,Конструктор LEGO Super Heroes Битва в древней деревне 76177,4 429 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3594628/
3597053,Конструктор LEGO Jurassic World Погоня за карнотавром 76941,5 509 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3597053/
3405542,Конструктор LEGO Creator Пляжный домик серферов 31118,5 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405542/
3596783,Конструктор LEGO Friends Лесной клуб верховой езды 41683,7 789 ₽,Санкт-Петербург и Ленинградская область,6 199 ₽,https://www.detmir.ru/product/index/id/3596783/
3405636,Конструктор LEGO Minecraft Коралловый риф 21164,1 189 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405636/
3244612,Конструктор LEGO Technic Самосвал Volvo 6*6 42114,27 589 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3244612/
3099183,Конструктор LEGO City Trains Рельсы 60205,1 789 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3099183/
3244544,Конструктор LEGO Minions Тренировочный полёт 75547,3 589 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3244544/
3405529,Конструктор LEGO DUPLO Town Уход за животными на ферме 10949,889 ₽,Санкт-Петербург и Ленинградская область,749 ₽,https://www.detmir.ru/product/index/id/3405529/
3597050,Конструктор LEGO Speed Champions Mopar Dodge//SRT Top Fuel Dragster and 1970 Dodge Challenger T/A 76904,6 589 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3597050/
3596878,Конструктор LEGO Disney Princess Книга сказочных приключений Ариэль Белль Золушки и Тианы 43193,2 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596878/
3405596,Конструктор LEGO Super Heroes Воздушное нападение Вечных 76145,1 189 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405596/
3596926,Конструктор LEGO Super Mario Падающая башня босса братца-сумо 71388,3 229 ₽,Санкт-Петербург и Ленинградская область,2 599 ₽,https://www.detmir.ru/product/index/id/3596926/
3405549,Конструктор LEGO Friends Кинотеатр Хартлейк-Сити 41448,5 389 ₽,Санкт-Петербург и Ленинградская область,4 299 ₽,https://www.detmir.ru/product/index/id/3405549/
3596887,Конструктор LEGO City Stunt 60297,709 ₽,Санкт-Петербург и Ленинградская область,629 ₽,https://www.detmir.ru/product/index/id/3596887/
3405626,Конструктор LEGO Ninjago Ниндзя-перехватчик Х-1 71737,5 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405626/
3244614,Конструктор LEGO Technic Lamborghini Sian FKP 37 42115,44 149 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3244614/
3405543,Конструктор LEGO Disney Princess Праздничный корабль Ариэль 43191,3 109 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405543/
3498483,Конструктор LEGO Star Wars Микрофайтеры AT-AT против таунтауна 75298,2 149 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3498483/
3244543,Конструктор LEGO Minions Миньоны в лаборатории Грю 75546,2 149 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3244543/
3596822,Конструктор LEGO Dots Подставка для карандашей 41936,2 029 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596822/
3599719,Конструктор LEGO VIDIYO Metal Dragon BeatBox (Битбокс Дракона-Металлиста) 43109,1 789 ₽,Санкт-Петербург и Ленинградская область,889 ₽,https://www.detmir.ru/product/index/id/3599719/
3596715,Конструктор LEGO Mickey and Friends Пожарная часть и машина Микки и его друзей 10776,5 389 ₽,Санкт-Петербург и Ленинградская область,3 769 ₽,https://www.detmir.ru/product/index/id/3596715/
3405534,Конструктор LEGO Jurassic World Побег динозавров: тираннозавр и трицератопс 10939,3 109 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405534/
3200890,Конструктор LEGO Star Wars Йода 75255,11 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3200890/
3599722,Конструктор LEGO VIDIYO Robo HipHop Car (Машина Хип-Хоп Робота) 43112,2 989 ₽,Санкт-Петербург и Ленинградская область,1 489 ₽,https://www.detmir.ru/product/index/id/3599722/
3188096,Конструктор LEGO DUPLO Princess Ледяной замок 10899,5 389 ₽,Санкт-Петербург и Ленинградская область,4 849 ₽,https://www.detmir.ru/product/index/id/3188096/
618971,Строительная пластина LEGO Classic Серая (10701),1 549 ₽,Санкт-Петербург и Ленинградская область,1 299 ₽,https://www.detmir.ru/product/index/id/618971/
3226695,Конструктор LEGO City Nitro Wheels Тюнинг-мастерская 60258,10 789 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3226695/
3244527,Конструктор LEGO Dots Браслет Мороженое 41910,649 ₽,Санкт-Петербург и Ленинградская область,389 ₽,https://www.detmir.ru/product/index/id/3244527/
3405533,Конструктор LEGO DUPLO Disney Праздничный поезд Микки и Минни 10941,3 109 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405533/
3596778,Конструктор LEGO Friends Кьюб Андреа для плавания 41671,889 ₽,Санкт-Петербург и Ленинградская область,619 ₽,https://www.detmir.ru/product/index/id/3596778/
3200883,Конструктор LEGO Disney Frozen Олаф 41169,1 299 ₽,Санкт-Петербург и Ленинградская область,649 ₽,https://www.detmir.ru/product/index/id/3200883/
3498482,Конструктор LEGO Star Wars Истребитель Сопротивления типа X 75297,2 149 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3498482/
3594627,Конструктор LEGO Super Heroes Побег от Десяти колец 76176,3 349 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3594627/
3150682,Конструктор LEGO Technic Porsche 911 RSR 42096,16 789 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3150682/
3498477,Конструктор LEGO Vidiyo Битбокс Диджея Пришельца 43104,1 789 ₽,Санкт-Петербург и Ленинградская область,889 ₽,https://www.detmir.ru/product/index/id/3498477/
3244576,Конструктор LEGO Super Mario Огневой налёт Билла-банзай 71366,3 229 ₽,Санкт-Петербург и Ленинградская область,2 099 ₽,https://www.detmir.ru/product/index/id/3244576/
3405580,Конструктор LEGO City Town Дорожные пластины 60304,1 789 ₽,Санкт-Петербург и Ленинградская область,1 599 ₽,https://www.detmir.ru/product/index/id/3405580/
3176040,Конструктор LEGO DUPLO Town Животные мира 10907,10 789 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3176040/
3596774,Конструктор LEGO Friends Кьюб Оливии для игр 41667,889 ₽,Санкт-Петербург и Ленинградская область,799 ₽,https://www.detmir.ru/product/index/id/3596774/
3596796,Конструктор LEGO Friends Волшебный фургон 41688,5 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596796/
3405616,Конструктор LEGO Super Mario набор усилений Марио-пингвин 71384,1 069 ₽,Санкт-Петербург и Ленинградская область,739 ₽,https://www.detmir.ru/product/index/id/3405616/
3599720,Конструктор LEGO VIDIYO Folk Fairy BeatBox (Битбокс Феи Фолка) 43110,1 789 ₽,Санкт-Петербург и Ленинградская область,889 ₽,https://www.detmir.ru/product/index/id/3599720/
3226558,Конструктор LEGO DUPLO Грузовик Алфавит 10915,2 989 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3226558/
3405628,Конструктор LEGO Ninjago Легендарные битвы: Кай против Армии скелетов 71730,949 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405628/
3596777,Конструктор LEGO Friends Кьюб для балета Стефани 41670,889 ₽,Санкт-Петербург и Ленинградская область,619 ₽,https://www.detmir.ru/product/index/id/3596777/
3405552,Конструктор LEGO Friends Пекарня Хартлейк-Сити 41440,1 909 ₽,Санкт-Петербург и Ленинградская область,1 699 ₽,https://www.detmir.ru/product/index/id/3405552/
3594626,Конструктор LEGO Minifigures Минифигурки Looney Tunes в непрозрачной упаковке (Сюрприз)71030,329 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3594626/
3405553,Конструктор LEGO Friends Передвижной груминг-салон для кошек 41439,949 ₽,Санкт-Петербург и Ленинградская область,799 ₽,https://www.detmir.ru/product/index/id/3405553/
3596782,Конструктор LEGO Friends Школа Хартлейк Сити 41682,7 789 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596782/
3405598,Конструктор LEGO Super Heroes Вечные перед лицом Аришема 76155,7 789 ₽,Санкт-Петербург и Ленинградская область,6 899 ₽,https://www.detmir.ru/product/index/id/3405598/
3405631,Конструктор LEGO Ninjago Легендарные битвы: Коул против Призрачного воина 71733,949 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405631/
3596711,Конструктор LEGO Mickey and Friends Винтовой самолёт Микки 10772,949 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596711/
3596836,Конструктор LEGO Dots Большой набор Летнее настроение 41937,3 109 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596836/
3244608,Конструктор LEGO Star Wars AT-AT 75288,16 789 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3244608/
3405612,Конструктор LEGO Super Mario Твои уровни! Твои приключения! 71380,6 589 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405612/
3498481,Конструктор LEGO Vidiyo Битбокс Хип-Хоп Робота 43107,1 789 ₽,Санкт-Петербург и Ленинградская область,889 ₽,https://www.detmir.ru/product/index/id/3498481/
3405547,Конструктор LEGO Friends Электромобиль Оливии 41443,1 549 ₽,Санкт-Петербург и Ленинградская область,1 389 ₽,https://www.detmir.ru/product/index/id/3405547/
3498476,Конструктор LEGO Vidiyo Битбокс Пирата Панка 43103,1 789 ₽,Санкт-Петербург и Ленинградская область,889 ₽,https://www.detmir.ru/product/index/id/3498476/
3200881,Конструктор LEGO Disney Frozen Деревня в Эренделле 41167,8 989 ₽,Санкт-Петербург и Ленинградская область,6 199 ₽,https://www.detmir.ru/product/index/id/3200881/
3405619,Конструктор LEGO Ninjago Электрический робот Джея 71740,2 029 ₽,Санкт-Петербург и Ленинградская область,1 699 ₽,https://www.detmir.ru/product/index/id/3405619/
3405613,Конструктор LEGO Super Mario дополнительный набор Кусалкин на цепи-встреча в джунглях 71381,2 629 ₽,Санкт-Петербург и Ленинградская область,1 753 ₽,https://www.detmir.ru/product/index/id/3405613/
3596747,Конструктор LEGO DUPLO Town Мусоровоз и контейнеры для раздельного сбора мусора 10945,1 789 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596747/
3142024,Конструктор LEGO DUPLO Town Пожарное депо 10903,5 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3142024/
3405545,Конструктор LEGO Disney Princess Саламандра Бруни 43186,1 309 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3405545/
3596977,Конструктор LEGO Ninjago Атака огненного дракона 71753,5 389 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3596977/
3405557,Конструктор LEGO Friends Кьюб Эммы с далматинцем 41663,889 ₽,Санкт-Петербург и Ленинградская область,609 ₽,https://www.detmir.ru/product/index/id/3405557/
2954071,Конструктор LEGO DUPLO Town Большой парк аттракционов (10840),8 269 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/2954071/
3244551,Конструктор LEGO Super Heroes Геликарриер 76153,13 789 ₽,Санкт-Петербург и Ленинградская область,,https://www.detmir.ru/product/index/id/3244551/
